"id";"name";"description";"price";"categoryId";"productId";"typeId";"localDataSheet";"onlineDataSheet";"iconPath";"manufacturerId";"locationId";"amount";"amountType";"orderState";"packageId";"rating";"discourageOrder";"remark";"isSet";"dimensionTypeId"
1;"Unknown";"";0.0;1;1;1;"";"";"";1;1;0;0;0;1;0.0;0;"";0;0
2;"PIC16F684-I/P";"8-bit Microcontrollers - MCU 
3.5KB  128 RAM 12 I/O";1.0;2;2;2;"";"http://www.mouser.com/ds/2/268/41202F-print-49265.pdfhttp://www.mouser.com/ds/2/268/41202F-print-49265.pdf";"PDIP_14_t.jpg";6;286;3;3;0;63;4.0;0;"";0;9
6;"UA741CP";"Op Amps GP Op Amp";0.0;2;3;3;"";"http://www.ti.com/lit/gpn/ua741";"TI_PDIP_8.jpg";7;280;20;0;0;71;0.0;0;"";0;9
7;"INA126PA";"Micropower Single & Dual Versions";2.0;2;3;4;"";"http://www.ti.com/lit/gpn/ina126";"PDIP_8_t.jpg";7;288;5;0;0;83;4.0;0;"";0;9
11;"PIC18F2550-I/P";"8-bit Microcontrollers - MCU 32kBF 2048RM FSUSB2";4.0;2;2;2;"";"http://www.mouser.com/ds/2/268/39632e-48732.pdfhttp://www.mouser.com/ds/2/268/39632e-48732.pdf";"DIP_28_t.jpg";6;294;4;3;0;63;0.0;0;"";0;9
12;"PIC16F873A-I/SO";"8-bit Microcontrollers - MCU 7KB 192 RAM 22 I/O";4.0;2;2;2;"";"http://www.mouser.com/ds/2/268/39582C-278080.pdf";"PDIP_16_t.jpg";6;286;1;3;0;63;4.0;0;"";0;9
13;"PIC16F870-I/SP";"8-bit Microcontrollers - MCU 3.5KB 128 RAM 22 I/O";3.0;2;2;2;"";"http://www.mouser.com/ds/2/268/30569C-277894.pdf";"DIP_28_t.jpg";6;286;1;3;0;63;4.0;0;"";0;9
14;"PIC16F877A-I/P";"8-bit Microcontrollers -  MCU 14KB  368 RAM 33 I/O";5.0;2;2;2;"";"http://www.mouser.com/ds/2/268/39582C-278080.pdf";"PDIP_16_t.jpg";6;286;1;3;0;63;3.0;0;"";0;9
15;"PIC18F4550-I/P";"8-bit Microcontrollers - MCU 32kBF 2048RM FSUSB2";5.0;2;2;2;"";"http://www.mouser.com/ds/2/268/39632e-48732.pdf";"PDIP_40_t.jpg";6;294;1;0;0;63;3.0;0;"";0;9
16;"DSPIC33EP32GP502-I/SP";"Digital Signal Processors & Controllers - DSP, DSC 32KB FL 4KB RAM 60MHz 28Pin";2.0;2;2;6;"";"http://www.mouser.com/ds/2/268/70657C-36258.pdf";"inhouse_dspic33fj128gp802isp_t.jpg";6;302;1;0;0;63;0.0;0;"";0;9
17;"DSPIC33FJ128GP802-I/SP";"Digital Signal Processors & Controllers - DSP, DSC 16B DSC 28LD128KB DMA 40MIPS";6.0;2;2;6;"";"http://www.mouser.com/ds/2/268/70292D-18478.pdf";"inhouse_dspic33fj128gp802isp_t.jpg";6;302;2;0;0;63;0.0;0;"";0;9
18;"DSPIC33EP32MC202-I/SP";"Digital Signal Processors & Controllers - DSP, DSC 32KB FL 4KB RAM 60MHz 28Pin";2.0;2;2;6;"";"http://www.mouser.com/ds/2/268/70657C-36258.pdf";"inhouse_dspic33fj128gp802isp_t.jpg";6;302;6;3;0;25;0.0;0;"";0;1
19;"TL071CP";"JFET Input Low Noise";0.0;2;3;3;"";"http://www.ti.com/lit/gpn/tl071";"TI_PDIP_8.jpg";7;280;11;0;0;71;0.0;0;"";0;9
20;"LM386N-4/NOPB";"LOW VLTG AUDIO PWR AMP";0.0;2;4;5;"";"http://www.ti.com/lit/gpn/LM386";"";7;288;2;0;0;83;0.0;0;"";0;9
21;"LM317T";"Linear Voltage Regulators 1.2-37V Adj Positive 1.5 Amp Output";0.0;2;7;9;"";"http://www.mouser.com/ds/2/389/lm217-974117.pdf";"";8;290;2;0;0;101;0.0;0;"";0;13
22;"nRF24L01";"RF Transceiver 1.9-3.6V 2.4GHz XCVR ENHNCD SHCKBRST";3.0;2;5;7;"";"http://www.mouser.com/ds/2/297/nRF24L01_Product_Specification_v2_0-9199.pdf";"2.ghz_chip.jpg";9;279;9;0;0;63;0.0;0;"";0;1
23;"MAX232CPE+";"RS-232 Interface IC 5V MultiCh RS-232 Driver/Receiver";2.0;2;6;8;"";"http://www.mouser.com/ds/2/256/MAX220-MAX249-67423.pdf";"PDIP_16_t.jpg";10;1;0;0;0;68;0.0;0;"";0;1
24;"SC56-11GWA";"LED Displays & Accessories Single Green 568nm Common Cathode";1.0;5;8;10;"";"http://www.mouser.com/ds/2/216/SC56-11GWA-73535.pdf";"sc56-11gwa.jpg";11;285;0;0;0;1;0.0;0;"";0;1
25;"TTL-232R-5V-PCB";"Interface Modules USB Embeded Serial Conv 5V PCB Assy";14.0;6;9;1;"";"http://www.mouser.com/ds/2/163/DS_TTL-232R_PCB-10824.pdf";"ttl-232r-pcb.jpg";12;1;0;0;0;1;0.0;0;"";0;0
26;"TTL-232RG-VSW5V-WE";"USB Cables / IEEE 1394 Cables USB Embedded Serial Wire End 5V 450mA";19.0;7;10;11;"";"http://www.mouser.com/ds/2/163/DS_TTL-232RG_CABLES-6645.pdf";"TTL_232RG.jpg";12;1;0;0;0;1;0.0;0;"";0;0
27;"REA010M2CBK-0511P";"Aluminium Electrolytic Capacitors - Leaded 160V 1.0uF 20% 5x11mm";0.0;3;11;12;"";"http://www.mouser.com/ds/2/231/lelon_REA[1]-341020.pdf";"rea.jpg";13;6;20;4;0;1;0.0;0;"";0;1
28;"REA100M1HBK-0511P";"Aluminium Electrolytic Capacitors - Leaded 50V 10uF 20% 5x11mm";0.0;3;11;12;"";"http://www.mouser.com/ds/2/231/lelon_REA[1]-341020.pdf";"rea.jpg";13;24;20;0;0;53;0.0;0;"";0;10
29;"MAX232IN";"RS-232 Interface IC Dual EIA-232 Driver";1.0;2;6;8;"";"http://www.ti.com/lit/gpn/max232";"TI_PDIP_14.jpg";7;295;1;0;0;68;0.0;0;"";0;10
30;"76650-0007";"Headers & Wire Housings SERVICE KIT 184 Pcs";53.0;4;17;14;"";"http://www.mouser.com/ds/2/276/DataSheet%2076650-0007-202816.pdf";"76650-0007_SPL.jpg";14;1;1;3;0;1;0.0;1;"";0;0
31;"PJ-002A";"DC Power Connectors Power Jacks";0.0;4;18;15;"";"http://www.mouser.com/ds/2/670/pj-002a-515880.pdf";"pj-002a_spl.jpg";15;1;10;0;0;1;0.0;0;"";0;0
32;"836-P";"Soldering Flux Flux Pen No Clean Lead Free Pen";7.0;21;19;16;"";"http://www.mouser.com/ds/2/265/tds-836-p-1018817.pdf";"";16;362;1;3;0;84;0.0;0;"";0;1
33;"CB10LV103K";"Trimmer Resistors - Through Hole 10K 10%";0.0;3;20;17;"";"http://www.mouser.com/ds/2/418/NG_CD_1630480_BA1-657498.pdf";"";17;1;10;0;0;1;0.0;0;"";0;0
34;"36WR10KLF";"Trimmer Resistors - Through Hole 10K 6MM ST SIDE ADJ";0.0;3;20;17;"";"http://www.mouser.com/ds/2/414/36-334615.pdf";"36side.jpg";18;1;10;0;0;1;0.0;0;"";0;0
35;"MCP4131-103E/P";"Digital Potentiometer ICs Digital Pot 128 step SPI Sngl Ch";0.0;2;21;1;"";"http://www.mouser.com/ds/2/268/22060a-53835.pdf";"PDIP_8_t.jpg";6;297;2;0;0;101;0.0;0;"";0;9
36;"MCP4131-104E/P";"Digital Potentiometer ICs Digital Pot 128 step SPI Sngl Ch";0.0;2;21;1;"";"http://www.mouser.com/ds/2/268/22060a-53835.pdf";"PDIP_8_t.jpg";6;297;2;0;0;101;0.0;0;"";0;9
37;"P0130AA 2AL3";"SCRs 0.8 Amp 100 Volt";0.0;2;22;18;"";"http://www.mouser.com/ds/2/389/CD00002968-250287.pdf";"TO_92_3_t.jpg";8;1;10;0;0;1;0.0;0;"";0;0
38;"1N4148-T";"Diodes - General Purpose, Power, Switching 100V If/300mA T/R";0.0;2;22;19;"";"http://www.mouser.com/ds/2/345/1n4148-32420.pdf";"DO-35.JPG";19;363;25;0;0;1;0.0;0;"";0;1
39;"1N4148WX-TP";"Diodes - General Purpose, Power, Switching 150 mA 75V";0.0;2;22;19;"";"http://www.mouser.com/ds/2/258/1N4148WX(SOD323)-349541.pdf";"SOD_323_2_DSL.jpg";20;1;10;0;0;1;0.0;0;"";0;0
40;"61301611121";"Headers & Wire Housings WR-PHD 2.54mm Hdr 16P Single Str Gold";0.0;4;17;1;"";"http://www.mouser.com/ds/2/445/6130xx11121-538006.pdf";"WR-PHD_THT_angled_pin_hdr_SPL.jpg";21;1;2;0;0;1;0.0;0;"";0;0
41;"61300811021";"Headers & Wire Housings WR-PHD 2.54mm Hdr 8P Single RA Gold";0.0;4;17;1;"";"http://www.mouser.com/ds/2/445/6130xx11021-538004.pdf";"WR-PHD_THT_angled_pin_hdr_SPL.jpg";21;1;5;0;0;1;0.0;0;"";0;0
42;"61301221021";"Headers & Wire Housings WR-PHD 2.54mm Hdr 12P Dual RA Gold";0.0;4;17;1;"";"http://www.mouser.com/ds/2/445/6130xx21021-537817.pdf";"WR-PHD_THT_angled_dual_pin_hdr.jpg";21;1;5;0;0;1;0.0;0;"";0;0
43;"SN7447AN";"LED Display Drivers BCD-To-Seven-Segment Decoder/Driver";2.0;2;23;20;"";"http://www.ti.com/lit/gpn/sn7447a";"TI_PDIP_14.jpg";7;305;2;0;0;101;0.0;0;"";0;9
44;"IRFZ44ZPBF";"MOSFET MOSFT 55V 51A 13.9mOhm 29nC Qg";1.0;2;22;21;"";"http://www.mouser.com/ds/2/196/irfz44zpbf-936478.pdf";"TO_220_3_t.jpg";22;1;15;3;0;1;0.0;0;"";0;10
45;"76650-0008";"Headers & Wire Housings SERVICE KIT 200 PCS";33.0;4;17;14;"";"http://www.mouser.com/ds/2/276/DataSheet%2076650-0008-196598.pdf";"76650-0007_SPL.jpg";14;1;1;3;0;1;1.0;1;"";0;0
46;"DC08-11SRWA ";"LED Displays & Accessories Dual Red 640nm Common Cathode";2.0;5;8;10;"";"http://www.mouser.com/ds/2/216/DC08-11SRWA-72885.pdf";"dc08-11srwa.jpg";11;285;0;0;0;1;0.0;0;"";0;1
47;"BD13910S";"Bipolar Transistors - BJT NPN Epitaxial Sil";0.0;2;22;21;"";"http://www.mouser.com/ds/2/149/BD139-888541.pdf";"TO-126-3_DSL.jpg";23;1;20;0;0;1;0.0;0;"";0;0
48;"1-2199298-4 ";"IC & Component Sockets 16P DIP SKT 300 CL LADDER";0.0;4;24;1;"";"http://www.mouser.com/ds/2/418/NG_CD_2199298_A_baseFilename-664569.pdf";"1-2199298-4_SPL.jpg";17;1;10;0;0;1;0.0;0;"";0;0
49;"DILB28P-223TLF";"IC & Component Sockets 28P DIP SOCKET STAMPED AND FORMED";0.0;4;24;1;"";"http://portal.fciconnect.com/Comergent/en/US/adirect/fci?cmd=catProductDetail&showAddButton=true&productID=DILB28P223TLF";"dilb14p-223tlf_spl.jpg";24;1;10;0;0;1;0.0;0;"";0;0
50;"1-2199298-2";"IC & Component Sockets 8P DIP SKT 300 CL LADDER";0.0;4;24;1;"";"http://www.mouser.com/ds/2/418/NG_CD_2199298_A_baseFilename-664542.pdf";"1-2199298-2_SPL.jpg";17;1;20;0;0;1;0.0;0;"";0;0
51;"1-2199298-9";"IC & Component Sockets 28P DIP SKT 300 CL LADDER";0.0;4;24;1;"";"http://www.mouser.com/ds/2/418/NG_CD_2199298_A_baseFilename-664142.pdf";"1-2199298-9_SPL.jpg";17;1;5;0;0;1;0.0;0;"";0;0
52;"USB-RS232-PCBA";"Interface Modules USB to RS232 Embeded Converter PCB Assy";16.0;6;9;1;"";"http://www.mouser.com/ds/2/163/DS_USB_RS232_PCB-13346.pdf";"usb-rs232-pcb.jpg";12;1;2;0;0;1;0.0;0;"";0;0
53;"76650-0125";"Headers & Wire Housings PICOBLADE WTW KIT";28.0;4;17;14;"";"http://www.mouser.com/ds/2/276/DataSheet%2076650-0125-196809.pdf";"76650-0125_SPL.jpg";14;1;1;3;0;1;1.0;1;"";0;0
54;"DRV8840PWPR";"5A Brushed DC Motor Driver";3.0;2;7;22;"";"http://www.ti.com/lit/gpn/drv8840";"TI_SOP_28.jpg";7;1;5;0;0;1;0.0;0;"";0;0
60;"LT3081ET7#PBF";"LDO Voltage Regulator, Adjustable, 1.2V to 36V in, 1.23V drop, 0V to 34.5V/1.5A out, TO-220-7";6.0;2;7;9;"";"http://www.farnell.com/datasheets/1905052.pdf?_ga=1.209361879.415134875.1489079669";"GE7TO220-40.jpg";25;1;4;3;0;105;0.0;0;"";0;13
61;"LT3080ET#PBF";"LDO Voltage Regulator, Adjustable, 1.2V to 36V in, 350mV drop, 0V to 36V/1.1A out, TO-220-5";4.0;2;7;9;"";"http://www.farnell.com/datasheets/1579629.pdf?_ga=1.204600021.415134875.1489079669";"GE7TO220-40.jpg";25;1;3;3;0;1;0.0;0;"";0;1
62;"MAX4080TAUA+";"Current Sense Amplifier, 1 Amplifier, 5 µA, µMAX, 8 Pins, -40 °C, 125 °C";1.0;2;3;23;"";"http://www.farnell.com/datasheets/2000918.pdf?_ga=1.205321941.415134875.1489079669";"GE8UMAX-40.jpg";10;312;3;0;0;83;0.0;0;"";0;2
63;"TLC272CP";"Operational  Amplifier, Dual, 2 Amplifier, 1.3 MHz, 3.6 V/µs, 3V to 16V, DIP, 8 Pins";1.0;2;3;3;"";"http://www.ti.com/general/docs/lit/getliterature.tsp?genericPartNumber=TLC272&&fileType=pdf";"TI_PDIP_8.jpg";7;296;10;0;0;102;0.0;0;"";0;9
64;"MCP1700-3302E/TO";"Fixed LDO Voltage Regulator, 2.3V to 6V, 178mV Dropout, 3.3Vout, 250mAout, TO-92-3";0.0;2;7;9;"";"http://www.farnell.com/datasheets/2211500.pdf?_ga=1.204273621.415134875.1489079669";"GE3TO92-40.jpg";6;290;4;0;0;101;0.0;0;"";0;14
65;"1N5400G";"Standard Recovery Diode, 50 V, 3 A, Single, 1 V, 200 A";0.0;2;22;19;"";"http://www.farnell.com/datasheets/112069.pdf?_ga=1.237632453.415134875.1489079669";"GE2267-0306-40.jpg";26;1;5;0;0;1;0.0;0;"";0;0
66;"LM334Z/NOPB";"CURRENT SOURCE, ADJ, 40V, TO92";0.0;2;7;24;"";"http://www.ti.com/general/docs/lit/getliterature.tsp?genericPartNumber=LM334&&fileType=pdf";"GE3TO92-40.jpg";7;314;2;0;0;17;0.0;0;"";0;14
67;"SA12AG";"TVS Diode, MiniMOSORB SA Series, Unidirectional, 12 V, 19.9 V, Axial Leaded, 2 Pins";0.0;22;25;1;"";"http://www.farnell.com/datasheets/2240173.pdf?_ga=1.136427509.415134875.1489079669";"GE217-0206-40.jpg";27;1;5;0;0;1;0.0;0;"";0;0
