"id";"name";"iconPath";"directory";"projectId";"projectIDEId";"remarks";"lastParsedDate"
1;"SupplyMainDigital.pro";"";"/home/waldo/Documents/Geeken/Projects/PowerSupply/PCB/SupplyMainDigital.pro";25;2;"";"2017-10-01 21:19:44"
