581-08051U1R5CAT2A,5
150080YS75000,10
581-600F1R2CT,5
587-690-005-299-143,4
815-AIMC-0805-8N2JT,5
579-PC33256GP502ISO,6
595-MAX232DG4,4
579-MCP1541TITT,4
579-MCP16301T-I/CHY,4
579-MCP2200-I/SO,2
579-MCP3221A5T-I/OT,4
579-MCP4726A0TECH,4
579-MCP6422-E/SN,4
579-TC1014-3.3VCT713,4
949-NRF2460-T,5
