583-1N4148-T,25
833-1N4148WX-TP,10
858-36WR10KLF,10
710-61300811021,5
710-61301221021,5
710-61301611121,2
538-KK-100,1
590-836-P,1
279-CB10LV103K,10
595-INA126PA,5
579-MCP4131-103E/P,2
579-MCP4131-104E/P,2
511-P0130AA,10
490-PJ-002A,10
595-SN7447AN,2
942-IRFZ44ZPBF,0
